t1      ,ch1     ,t2      ,ch2     
 123.904,   -0.174,  123.904,   -0.007
 124.032,   -0.170,  124.032,   -0.008
 124.160,   -0.168,  124.160,   -0.008
 124.288,   -0.164,  124.288,   -0.007
 124.416,   -0.162,  124.416,   -0.007
 124.544,   -0.158,  124.544,   -0.007
 124.672,   -0.155,  124.672,   -0.006
 124.800,   -0.154,  124.800,   -0.008
 124.928,   -0.150,  124.928,   -0.007
 125.056,   -0.147,  125.056,   -0.008
 125.184,   -0.144,  125.184,   -0.009
 125.312,   -0.140,  125.312,   -0.007
 125.440,   -0.136,  125.440,   -0.008
 125.568,   -0.135,  125.568,   -0.008
 125.696,   -0.132,  125.696,   -0.007
 125.824,   -0.128,  125.824,   -0.007
 125.952,   -0.126,  125.952,   -0.007
 126.080,   -0.121,  126.080,   -0.008
 126.208,   -0.120,  126.208,   -0.007
 126.336,   -0.114,  126.336,   -0.008
 126.464,   -0.114,  126.464,   -0.007
 126.592,   -0.110,  126.592,   -0.008
 126.720,   -0.108,  126.720,   -0.009
 126.848,   -0.103,  126.848,   -0.006
 126.976,   -0.101,  126.976,   -0.009
 127.104,   -0.097,  127.104,   -0.008
 127.232,   -0.092,  127.232,   -0.007
 127.360,   -0.092,  127.360,   -0.007
 127.488,   -0.088,  127.488,   -0.008
 127.616,   -0.085,  127.616,   -0.008
 127.744,   -0.082,  127.744,   -0.008
 127.872,   -0.078,  127.872,   -0.008
 128.000,   -0.075,  128.000,   -0.007
 128.128,   -0.071,  128.128,   -0.007
 128.256,   -0.069,  128.256,   -0.008
 128.384,   -0.065,  128.384,   -0.007
 128.512,   -0.061,  128.512,   -0.008
 128.640,   -0.060,  128.640,   -0.007
 128.768,   -0.056,  128.768,   -0.008
 128.896,   -0.053,  128.896,   -0.008
 129.024,   -0.049,  129.024,   -0.006
 129.152,   -0.046,  129.152,   -0.007
 129.280,   -0.044,  129.280,   -0.008
 129.408,   -0.041,  129.408,   -0.009
 129.536,   -0.037,  129.536,   -0.007
 129.664,   -0.033,  129.664,   -0.007
 129.792,   -0.032,  129.792,   -0.008
 129.920,   -0.028,  129.920,   -0.009
 130.048,   -0.025,  130.048,   -0.009
 130.176,   -0.022,  130.176,   -0.008
 130.304,   -0.018,  130.304,   -0.008
 130.432,   -0.016,  130.432,   -0.007
 130.560,   -0.013,  130.560,   -0.008
 130.688,   -0.008,  130.688,   -0.008
 130.816,   -0.005,  130.816,   -0.010
 130.944,   -0.004,  130.944,   -0.008
