X,CH3,CH4,Start,Increment,
Sequence,Volt,Volt,-3.010000e-05,5.000000e-08
0,-4.68e-01,-2.10e+00,
1,-4.68e-01,-2.10e+00,
2,-4.52e-01,-1.54e+00,
3,-4.52e-01,-1.54e+00,
4,-4.06e-01,-7.00e-01,
5,-4.06e-01,-7.00e-01,
6,-3.90e-01,-1.40e-01,
7,-3.90e-01,-1.40e-01,
8,-3.59e-01,5.60e-01,
9,-3.59e-01,5.60e-01,
10,-3.12e-01,1.12e+00,
11,-3.12e-01,1.12e+00,
12,-2.81e-01,1.82e+00,
13,-2.81e-01,1.82e+00,
14,-2.34e-01,2.38e+00,
15,-2.34e-01,2.38e+00,
16,-2.03e-01,2.94e+00,
17,-2.03e-01,2.94e+00,
18,-1.72e-01,3.64e+00,
19,-1.72e-01,3.64e+00,
20,-1.25e-01,4.20e+00,
21,-1.25e-01,4.20e+00,
22,-9.36e-02,4.90e+00,
23,-9.36e-02,4.90e+00,
24,-6.24e-02,-2.38e+00,
25,-6.24e-02,-2.38e+00,
26,-4.68e-02,-5.74e+00,
27,-4.68e-02,-5.74e+00,
28,0.00e+00,-6.30e+00,
29,0.00e+00,-6.30e+00,
30,3.12e-02,-7.00e+00,
31,3.12e-02,-7.00e+00,
32,6.24e-02,-7.70e+00,
33,6.24e-02,-7.70e+00,
34,9.36e-02,-7.84e+00,
35,9.36e-02,-7.84e+00,
36,1.09e-01,-7.00e+00,
37,1.09e-01,-7.00e+00,
38,1.56e-01,-6.44e+00,
39,1.56e-01,-6.44e+00,
40,1.87e-01,-5.74e+00,
41,1.87e-01,-5.74e+00,
42,2.34e-01,-5.04e+00,
43,2.34e-01,-5.04e+00,
44,2.50e-01,-4.34e+00,
45,2.50e-01,-4.34e+00,
46,2.81e-01,-3.50e+00,
47,2.81e-01,-3.50e+00,
48,3.12e-01,-2.80e+00,
49,3.12e-01,-2.80e+00,
50,3.43e-01,-2.24e+00,
51,3.43e-01,-2.24e+00,
52,3.74e-01,-1.40e+00,
53,3.74e-01,-1.40e+00,
54,3.90e-01,-8.40e-01,
55,3.90e-01,-8.40e-01,
56,4.21e-01,-1.40e-01,
57,4.21e-01,-1.40e-01,
58,4.68e-01,5.60e-01,
59,4.68e-01,5.60e-01,
60,4.84e-01,1.12e+00,
61,4.84e-01,1.12e+00,
62,5.15e-01,1.68e+00,
63,5.15e-01,1.68e+00,
64,5.46e-01,2.38e+00,
65,5.46e-01,2.38e+00,
66,5.62e-01,2.80e+00,
67,5.62e-01,2.80e+00,
68,5.93e-01,3.50e+00,
69,5.93e-01,3.50e+00,
70,3.59e-01,4.06e+00,
71,3.59e-01,4.06e+00,
72,-6.55e-01,4.76e+00,
73,-6.55e-01,4.76e+00,
74,-7.18e-01,-2.66e+00,
75,-7.18e-01,-2.66e+00,
76,-7.33e-01,-5.74e+00,
77,-7.33e-01,-5.74e+00,
78,-7.80e-01,-6.30e+00,
79,-7.80e-01,-6.30e+00,
80,-7.96e-01,-6.86e+00,
81,-7.96e-01,-6.86e+00,
82,-7.96e-01,-7.28e+00,
83,-7.96e-01,-7.28e+00,
84,-7.49e-01,-7.56e+00,
85,-7.49e-01,-7.56e+00,
86,-7.18e-01,-7.14e+00,
87,-7.18e-01,-7.14e+00,
88,-6.86e-01,-6.30e+00,
89,-6.86e-01,-6.30e+00,
90,-6.40e-01,-5.74e+00,
91,-6.40e-01,-5.74e+00,
92,-6.08e-01,-4.90e+00,
93,-6.08e-01,-4.90e+00,
94,-5.77e-01,-4.34e+00,
95,-5.77e-01,-4.34e+00,
96,-5.46e-01,-3.50e+00,
97,-5.46e-01,-3.50e+00,
98,-5.15e-01,-2.80e+00,
99,-5.15e-01,-2.80e+00,
100,-4.84e-01,-2.10e+00,
101,-4.84e-01,-2.10e+00,
102,-4.52e-01,-1.54e+00,
103,-4.52e-01,-1.54e+00,
104,-4.21e-01,-7.00e-01,
105,-4.21e-01,-7.00e-01,
106,-3.74e-01,-1.40e-01,
107,-3.74e-01,-1.40e-01,
108,-3.43e-01,5.60e-01,
109,-3.43e-01,5.60e-01,
110,-3.12e-01,1.26e+00,
111,-3.12e-01,1.26e+00,
112,-2.65e-01,1.82e+00,
113,-2.65e-01,1.82e+00,
114,-2.34e-01,2.38e+00,
115,-2.34e-01,2.38e+00,
116,-2.03e-01,2.94e+00,
117,-2.03e-01,2.94e+00,
118,-1.56e-01,3.50e+00,
119,-1.56e-01,3.50e+00,
120,-1.25e-01,4.20e+00,
